"TagCode"	"agency"	"run"	"hatchery"	"stock"	"release_loc"	"brood_year"	"hatch_reg"	"stock_reg"	"rel_reg"	"DIT"
"200158"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"211544"	"NWIFC"	"Spring"	"WHITE RIVER HATCHERY"	"WHITE R      10.0031"	"WHITE R      10.0031"	2021	"MPS"	"MPS"	"MPS"	"DIT"
"211238"	"NWIFC"	"Summer"	"SOLDUC HATCHERY"	"SOL DUC R   20.0096"	"SOL DUC R   20.0096"	2016	"NWC"	"NWC"	"NWC"	NA
"055823"	"USFWS"	"Spring"	"KOOSKIA NAT"	NA	"KOOSKIA NAT"	2014	"SNAK"	NA	"SNAK"	NA
"211240"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"SKOOKUM CR   01.0273"	2016	"NOWA"	"NOWA"	"NOWA"	"DIT"
"054649"	"USFWS"	"Spring"	"CARSON NFH"	"WIND R       29.0023"	"WIND R       29.0023"	2016	"CECR"	"CECR"	"CECR"	NA
"211545"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"SKOOKUM CR   01.0273"	2021	"NOWA"	"NOWA"	"NOWA"	"DIT"
"211241"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"SKOOKUM CR   01.0273"	2016	"NOWA"	"NOWA"	"NOWA"	"DIT"
"200122"	"CCT"	"Spring"	"CHIEF JOSEPH HATCHERY"	"LEAVENWORTH HATCHERY"	"CHIEF JOSEPH HATCHERY"	2014	"UPCR"	"UPCR"	"UPCR"	NA
"055838"	"USFWS"	"URB L-Fall"	"LTL WHITE SALMON NFH"	NA	"LTL WHITE SALMON@NFH"	2017	"CECR"	NA	"CECR"	NA
"061485"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"211245"	"NWIFC"	"Spring"	"NF SKOKOMISH HATCHERY"	"SKAGIT R     03.0176"	"NF SKOKOMISH DAM #2 POOL"	2016	"HOOD"	"SKAG"	"HOOD"	"DIT"
"061486"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"636497"	"WDFW"	"Spring"	"HUPP SPRINGS REARING"	"WHITE R      10.0031"	"MINTER CR TR 15.0051"	2013	"SPS"	"MPS"	"SPS"	NA
"211587"	"NWIFC"	"Fall"	"KALAMA CR HATCHERY"	"CLEAR CR    11.0013C"	"MCALLISTER SPRINGS HATCH"	2021	"SPS"	"SPS"	"SPS"	NA
"200165"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2020	"UPCR"	"UPCR"	"UPCR"	NA
"637158"	"NWIFC"	"Fall"	"GROVERS CR HATCHERY"	"GROVERS CR   15.0299"	"GROVERS CR   15.0299"	2016	"MPS"	"MPS"	"MPS"	"DIT"
"637159"	"NWIFC"	"Fall"	"CLEAR CREEK HATCHERY"	"CLEAR CR    11.0013C"	"CLEAR CR    11.0013C"	2016	"SPS"	"SPS"	"SPS"	"DIT"
"053884"	"USFWS"	"URB L-Fall"	"WILLARD NFH"	"COLUMBIA R UPRIVER S"	"DRANO LK (SKAM)"	2017	"CECR"	"UPCR"	"CECR"	"DIT"
"211590"	"NWIFC"	"Fall"	"CLEAR CREEK HATCHERY"	"CLEAR CR    11.0013C"	"CLEAR CR    11.0013C"	2021	"SPS"	"SPS"	"SPS"	NA
"0601020904"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"YOLO BYPASS"	2015	"SAFA"	"SAFA"	"SAFA"	NA
"054795"	"USFWS"	"URB L-Fall"	"LTL WHITE SALMON NFH"	NA	"LTL WHITE SALMON@NFH"	2017	"CECR"	NA	"CECR"	NA
"055630"	"USFWS"	"Spring"	"WARM SPRINGS NFH"	"WARM SPRINGS R"	"WARM SPRINGS R"	2016	"CECR"	"CECR"	"CECR"	NA
"0601020905"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"YOLO BYPASS ELKHORN"	2015	"SAFA"	"SAFA"	"SAFA"	NA
"200159"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"LEAVENWORTH HATCHERY"	"CHIEF JOSEPH HATCHERY"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"041030"	"ADFG"	"Spring"	NA	"COPPER R 212-20"	"COPPER R 212-20"	2012	NA	"CNAK"	"CNAK"	NA
"638243"	"NWIFC"	"Fall"	"CLARKS CRK HATCHERY"	"CLARKS CR    10.0027"	"POINT DEFIANCE NET PENS"	2021	"MPS"	"MPS"	"MPS"	NA
"055644"	"USFWS"	"Spring"	"CARSON NFH"	"WIND R       29.0023"	"WIND R       29.0023"	2016	"CECR"	"CECR"	"CECR"	NA
"055650"	"USFWS"	"Spring"	"WARM SPRINGS NFH"	"WARM SPRINGS R"	"WARM SPRINGS R"	2016	"CECR"	"CECR"	"CECR"	NA
"055928"	"USFWS"	"Fall"	"SPRING CR NFH"	"SPRING CR    29.0159"	"SPRING CR    29.0159"	2017	"CECR"	"CECR"	"CECR"	NA
"638279"	"NWIFC"	"Fall"	"CLARKS CRK HATCHERY"	"CLARKS CR    10.0027"	"WILKESON CR  10.0432"	2021	"MPS"	"MPS"	"MPS"	NA
"055234"	"USFWS"	"Spring"	"WINTHROP NFH"	"METHOW R     48.0002"	"METHOW R     48.0002"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"061487"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"200147"	"CCT"	"Spring"	"CHIEF JOSEPH HATCHERY"	"WINTHROP HATCHERY"	"RIVERSIDE POND"	2019	"UPCR"	"UPCR"	""	"DIT"
"638281"	"NWIFC"	"Fall"	"GORST CR REARING PND"	"GROVERS CR   15.0299"	"GORST CR REAR.POND-1"	2021	"MPS"	"MPS"	"MPS"	NA
"200136"	"CCT"	"Spring"	"CHIEF JOSEPH HATCHERY"	"LEAVENWORTH HATCHERY"	"CHIEF JOSEPH HATCHERY"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"211248"	"QDNR"	"Fall"	"SALMON R FISH CULTUR"	"QUEETS R     21.0016"	"SALMON R     21.0139"	2016	"NWC"	"NWC"	"NWC"	NA
"060967"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"FEATHER BOYDS PUMP RAMP"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"030166"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2014	"SEAK"	"SEAK"	"SEAK"	NA
"638282"	"NWIFC"	"Fall"	"GORST CR REARING PND"	"MINTER CR    15.0048"	"GORST CR REAR.POND-1"	2021	"MPS"	"SPS"	"MPS"	NA
"200137"	"CCT"	"Spring"	"CHIEF JOSEPH HATCHERY"	"LEAVENWORTH HATCHERY"	"CHIEF JOSEPH HATCHERY"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"043583"	"ADFG"	"Spring"	NA	"STIKINE R 108-40"	"STIKINE R 108-40"	2012	NA	"SEAK"	"SEAK"	NA
"211216"	"QDNR"	"Fall"	"QUINAULT LK HATCHERY"	"QUINAULT LK   (21)"	"QUINAULT LK (GRAY)"	2016	"NWC"	"NWC"	"NWC"	NA
"211217"	"QDNR"	"Fall"	"QUINAULT LK HATCHERY"	"QUINAULT LK   (21)"	"QUINAULT LK (GRAY)"	2016	"NWC"	"NWC"	"NWC"	"DIT"
"060976"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"SAN PABLO BAY NET PENS"	2016	"SAFA"	"SAFA"	"CECA"	NA
"638288"	"NWIFC"	"Fall"	"GROVERS CR HATCHERY"	"GROVERS CR   15.0299"	"GROVERS CR HATCHERY"	2021	"MPS"	"MPS"	"MPS"	"DIT"
"060977"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"FORT BAKER MINOR PT"	2016	"SAFA"	"SAFA"	"CECA"	NA
"200138"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"056059"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"056061"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"060979"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"056062"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"054796"	"USFWS"	"URB L-Fall"	"LTL WHITE SALMON NFH"	NA	"LTL WHITE SALMON@NFH"	2017	"CECR"	NA	"CECR"	"DIT"
"211528"	"NWIFC"	"Summer"	"BERNIE GOBIN HATCH"	"MAY CR       07.0943"	"TULALIP CR   07.0001"	2021	"NPS"	"NPS"	"NPS"	NA
"060980"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"056069"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"200113"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"SIMILKAMEEN R 490325"	"SIMILKAMEEN POND"	2013	"UPCR"	"UPCR"	""	NA
"220131"	"NPT"	"Spring"	"NPT HATCHERY"	"CLEARWATER MIX"	"NEWSOME CK:SFK CLWTR"	2013	"SNAK"	"SNAK"	"SNAK"	"DIT"
"200120"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"OMAK POND"	2014	"UPCR"	"UPCR"	""	NA
"056020"	"USFWS"	"URB L-Fall"	"LTL WHITE SALMON NFH"	NA	"LTL WHITE SALMON@NFH"	2017	"CECR"	NA	"CECR"	NA
"060950"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"056070"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"055759"	"USFWS"	"Summer"	"ENTIAT NFH"	"WELLS HATCHERY"	"ENTIAT R     46.0042"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"055950"	"USFWS"	"Spring"	"LEAVENWORTH HATCHERY"	"LEAVENWORTH HATCHERY"	"ICICLE CR    45.0474"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"060952"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"HALF MOON BAY JOHN PR NET"	2016	"SJOA"	"SJOA"	"CECA"	NA
"182182"	"CDFO"	"Summer"	"H-Deep Creek/ SKNA H"	"S-Kitsum Bel Canyon"	"R-Kitsum Bel Canyon"	2010	""	""	""	NA
"638287"	"NWIFC"	"Fall"	"GROVERS CR HATCHERY"	"GROVERS CR   15.0299"	"GROVERS CR HATCHERY"	2021	"MPS"	"MPS"	"MPS"	"DIT"
"056071"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"056067"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"201704"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"OMAK POND"	2017	"UPCR"	"UPCR"	""	NA
"056074"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"055951"	"USFWS"	"Spring"	"LEAVENWORTH HATCHERY"	"LEAVENWORTH HATCHERY"	"ICICLE CR    45.0474"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"056076"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"638313"	"NWIFC"	"Fall"	"CLEAR CREEK HATCHERY"	"CLEAR CR    11.0013C"	"CLEAR CR    11.0013C"	2021	"SPS"	"SPS"	"SPS"	"DIT"
"060984"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"056078"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"060985"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"056130"	"USFWS"	"Spring"	"WINTHROP NFH"	"METHOW R     48.0002"	"METHOW R     48.0002"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"184768"	"CDFO"	"Fall"	"H-Tofino H"	"S-Bedwell R"	"R-Bedwell R"	2016	""	""	""	NA
"060981"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"056021"	"USFWS"	"URB L-Fall"	"LTL WHITE SALMON NFH"	NA	"LTL WHITE SALMON@NFH"	2017	"CECR"	NA	"CECR"	"DIT"
"060982"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"201703"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"OMAK POND"	2017	"UPCR"	"UPCR"	""	NA
"636618"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS R      27.0168"	"LEWIS R -NF  27.0168"	2013	"LOCR"	"LOCR"	"LOCR"	"DIT"
"045065"	"ADFG"	"Spring"	NA	"TAKU R 111-32"	"TAKU R 111-32"	2018	NA	"SEAK"	"SEAK"	NA
"045187"	"ADFG"	"Summer"	NA	"COPPER R 212-20"	"COPPER R 212-20"	2017	NA	"CNAK"	"CNAK"	NA
"056055"	"USFWS"	"URB L-Fall"	"LTL WHITE SALMON NFH"	NA	"LTL WHITE SALMON@NFH"	2017	"CECR"	NA	"CECR"	"DIT"
"060983"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"060994"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2016	"KLTR"	"KLTR"	"KLTR"	NA
"061488"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"200128"	"CCT"	"Spring"	"CHIEF JOSEPH HATCHERY"	"METHOW R     48.0002"	"RIVERSIDE POND"	2015	"UPCR"	"UPCR"	""	"DIT"
"061525"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MERCED RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2018	"SJOA"	"SJOA"	"SJOA"	NA
"211398"	"NWIFC"	"Summer"	"LONESOME CR HATCHERY"	"SOL DUC R   20.0096"	"BEAR SPRINGS 1  (20)"	2019	"NWC"	"NWC"	"NWC"	"DIT"
"060997"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"AMERICAN R AT JIBBOOM"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"060998"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"AMERICAN R AT SUNRISE"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"061573"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MERCED RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2018	"SJOA"	"SJOA"	"SJOA"	NA
"200112"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"OMAK POND"	2013	"UPCR"	"UPCR"	""	NA
"211431"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"SKOOKUM CR   01.0273"	2020	"NOWA"	"NOWA"	"NOWA"	"DIT"
"068691"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2011	"SJOA"	"SJOA"	"SJOA"	NA
"060999"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"AMERICAN R AT JIBBOOM"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"061201"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"AMERICAN R AT SUNRISE"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"211435"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"NOOKSACK -SF 01.0246"	2020	"NOWA"	"NOWA"	"NOWA"	NA
"061202"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"MARE ISLAND NET PEN"	2016	"SAFA"	"SAFA"	"CECA"	NA
"061203"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"MARE ISLAND NET PEN"	2016	"SAFA"	"SAFA"	"CECA"	NA
"201705"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"OMAK POND"	2017	"UPCR"	"UPCR"	""	NA
"045048"	"ADFG"	"Spring"	NA	"COPPER R 212-20"	"COPPER R 212-20"	2016	NA	"CNAK"	"CNAK"	NA
"060655"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"MARE ISLAND NET PEN"	2017	"SAFA"	"SAFA"	"CECA"	NA
"211441"	"NWIFC"	"Fall"	"CLARKS CRK HATCHERY"	"CLARKS CR    10.0027"	"CLARKS CRK HATCHERY"	2020	"MPS"	"MPS"	"MPS"	NA
"060711"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"068045"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2016	"KLTR"	"KLTR"	"KLTR"	NA
"200131"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2015	"UPCR"	"UPCR"	"UPCR"	NA
"061980"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"MARE ISLAND NET PEN"	2018	"SAFA"	"SAFA"	"CECA"	NA
"061986"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"MARE ISLAND NET PEN"	2018	"SAFA"	"SAFA"	"CECA"	NA
"060953"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SANTA CRUZ HARBOR NET PEN"	2016	"SJOA"	"SJOA"	"CECA"	NA
"200121"	"CCT"	"Spring"	"CHIEF JOSEPH HATCHERY"	"LEAVENWORTH HATCHERY"	"CHIEF JOSEPH HATCHERY"	2014	"UPCR"	"UPCR"	"UPCR"	NA
"060968"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"FEATHER BOYDS PUMP RAMP"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"060792"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"SAN PABLO BAY NET PENS"	2016	"SAFA"	"SAFA"	"CECA"	NA
"044593"	"ADFG"	"Spring"	"CRYSTAL LAKE"	"CRYSTAL CR"	"CRYSTAL CR 106-44"	2015	"SEAK"	"SEAK"	"SEAK"	NA
"060969"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"FEATHER BOYDS PUMP RAMP"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"045403"	"ADFG"	"Summer"	NA	"UNUK R 101-75"	"UNUK R 101-75"	2019	NA	"SEAK"	"SEAK"	NA
"045404"	"ADFG"	"Summer"	NA	"UNUK R 101-75"	"UNUK R 101-75"	2019	NA	"SEAK"	"SEAK"	NA
"060970"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"MARE ISLAND NET PEN"	2016	"SAFA"	"SAFA"	"CECA"	NA
"060972"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"MARE ISLAND NET PEN"	2016	"SAFA"	"SAFA"	"CECA"	NA
"200123"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2014	"UPCR"	"UPCR"	"UPCR"	NA
"200124"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2015	"UPCR"	"UPCR"	"UPCR"	NA
"637687"	"NWIFC"	"Fall"	"CLARKS CRK HATCHERY"	"CLARKS CR    10.0027"	"POINT DEFIANCE NET PENS"	2020	"MPS"	"MPS"	"MPS"	NA
"637047"	"WDFW"	"Fall"	"GLENWOOD SPRINGS"	"GLENWOOD SPRINGS"	"EAST SOUND BAY (SAN)"	2015	"NOWA"	"NOWA"	"NOWA"	NA
"068002"	"CDFW"	"Spring"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"FEATHER AT GRIDLEY"	2016	"SAFA"	"SAFA"	"SAFA"	NA
"201701"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2017	"UPCR"	"UPCR"	"UPCR"	NA
"045405"	"ADFG"	"Summer"	NA	"UNUK R 101-75"	"UNUK R 101-75"	2019	NA	"SEAK"	"SEAK"	NA
"200109"	"CCT"	"Spring"	"CHIEF JOSEPH HATCHERY"	"LEAVENWORTH HATCHERY"	"CHIEF JOSEPH HATCHERY"	2013	"UPCR"	"UPCR"	"UPCR"	NA
"211505"	"NWIFC"	"Fall"	"KALAMA CR HATCHERY"	"KALAMA CR    11.0017"	"KALAMA CR    11.0017"	2020	"SPS"	"SPS"	"SPS"	NA
"211502"	"NWIFC"	"Fall"	"HOKO FALLS HATCHERY"	"HOKO R       19.0148"	"HOKO R       19.0148"	2020	"JUAN"	"JUAN"	"JUAN"	NA
"211509"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"SKOOKUM CR   01.0273"	2020	"NOWA"	"NOWA"	"NOWA"	NA
"211510"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"SKOOKUM CR   01.0273"	2020	"NOWA"	"NOWA"	"NOWA"	"DIT"
"211517"	"NWIFC"	"Summer"	"SOLDUC HATCHERY"	"SOL DUC R   20.0096"	"SOL DUC R   20.0096"	2020	"NWC"	"NWC"	"NWC"	NA
"043990"	"ADFG"	"Spring"	"MEDVEJIE"	"MEDVEJIE H"	"BEAR COVE 113-41"	2014	"SEAK"	"SEAK"	"SEAK"	NA
"200129"	"CCT"	"Spring"	"CHIEF JOSEPH HATCHERY"	"LEAVENWORTH HATCHERY"	"CHIEF JOSEPH HATCHERY"	2015	"UPCR"	"UPCR"	"UPCR"	NA
"200115"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2014	"UPCR"	"UPCR"	"UPCR"	NA
"637214"	"WDFW"	"Fall"	"GLENWOOD SPRINGS"	"GLENWOOD SPRINGS"	"EAST SOUND BAY (SAN)"	2016	"NOWA"	"NOWA"	"NOWA"	NA
"610442"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2010	NA	"UPCR"	"UPCR"	NA
"610440"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2010	NA	"UPCR"	"UPCR"	NA
"610438"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2010	NA	"UPCR"	"UPCR"	NA
"610437"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2010	NA	"UPCR"	"UPCR"	NA
"610436"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2010	NA	"UPCR"	"UPCR"	NA
"610454"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2013	NA	"UPCR"	"UPCR"	NA
"610458"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2013	NA	"UPCR"	"UPCR"	NA
"610456"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2013	NA	"UPCR"	"UPCR"	NA
"610441"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2013	NA	"UPCR"	"UPCR"	NA
"610452"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2013	NA	"UPCR"	"UPCR"	NA
"610453"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2013	NA	"UPCR"	"UPCR"	NA
"610451"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2012	NA	"UPCR"	"UPCR"	NA
"610450"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2012	NA	"UPCR"	"UPCR"	NA
"610447"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2012	NA	"UPCR"	"UPCR"	NA
"610446"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2012	NA	"UPCR"	"UPCR"	NA
"610445"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2011	NA	"UPCR"	"UPCR"	NA
"610444"	"CRITFC"	"URB L-Fall"	NA	"HANFORD REACH STOCK"	"HANFORD REACH   (36)"	2011	NA	"UPCR"	"UPCR"	NA
